series,episode,baker_name,result,signature_bake,show_stopper,technical,baker_age,baker_occupation,hometown,baker
1,1,Annetha Mills,IN,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",2,30,Midwife,Essex,Annetha
1,1,David Chambers,IN,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",3,31,Entrepreneur,Milton Keynes,David
1,1,Edd Kimber,IN,Caramel Cinnamon and Banana Cake,NA,1,24,Debt collector for Yorkshire Bank,Bradford,Edd
1,1,Jasminder Randhawa,IN,Fresh Mango and Passion Fruit Hummingbird Cake,NA,NA,45,Assistant Credit Control Manager,Birmingham,Jasminder
1,1,Jonathan Shepherd,IN,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,9,25,Research Analyst,St Albans,Jonathan
1,1,Lea Harris,OUT,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,10,51,Retired,"Midlothian, Scotland",Lea
1,1,Louise Brimelow,IN,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",NA,44,Police Officer,Manchester,Louise
1,1,Mark Whithers,OUT,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,NA,48,Bus Driver,South Wales,Mark
1,1,Miranda Browne,IN,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,8,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Miranda
1,1,Ruth Clemens,IN,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,NA,31,Retail manager/Housewife,"Poynton, Cheshire",Ruth
1,2,Annetha Mills,OUT,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,7,30,Midwife,Essex,Annetha
1,2,David Chambers,IN,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,8,31,Entrepreneur,Milton Keynes,David
1,2,Edd Kimber,IN,Oatmeal Raisin Cookie,Pink Macarons,6,24,Debt collector for Yorkshire Bank,Bradford,Edd
1,2,Jasminder Randhawa,IN,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,2,45,Assistant Credit Control Manager,Birmingham,Jasminder
1,2,Jonathan Shepherd,IN,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,1,25,Research Analyst,St Albans,Jonathan
1,2,Lea Harris,NA,NA,NA,NA,51,Retired,"Midlothian, Scotland",Lea
1,2,Louise Brimelow,OUT,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",4,44,Police Officer,Manchester,Louise
1,2,Mark Whithers,NA,NA,NA,NA,48,Bus Driver,South Wales,Mark
1,2,Miranda Browne,IN,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,3,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Miranda
1,2,Ruth Clemens,IN,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,5,31,Retail manager/Housewife,"Poynton, Cheshire",Ruth
1,3,Annetha Mills,NA,NA,NA,NA,30,Midwife,Essex,Annetha
1,3,David Chambers,IN,Chilli Bread,"Walnut and Seed Roll
Red Berry and Almond Bun",4,31,Entrepreneur,Milton Keynes,David
1,3,Edd Kimber,IN,Olive Bread,Tomato and Mozzarella,1,24,Debt collector for Yorkshire Bank,Bradford,Edd
1,3,Jasminder Randhawa,IN,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",5,45,Assistant Credit Control Manager,Birmingham,Jasminder
1,3,Jonathan Shepherd,OUT,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",6,25,Research Analyst,St Albans,Jonathan
1,3,Lea Harris,NA,NA,NA,NA,51,Retired,"Midlothian, Scotland",Lea
1,3,Louise Brimelow,NA,NA,NA,NA,44,Police Officer,Manchester,Louise
1,3,Mark Whithers,NA,NA,NA,NA,48,Bus Driver,South Wales,Mark
1,3,Miranda Browne,IN,Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns",3,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Miranda
1,3,Ruth Clemens,IN,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels",2,31,Retail manager/Housewife,"Poynton, Cheshire",Ruth
1,4,Annetha Mills,NA,NA,NA,NA,30,Midwife,Essex,Annetha
1,4,David Chambers,OUT,Pear and Walnut Pudding,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear",5,31,Entrepreneur,Milton Keynes,David
1,4,Edd Kimber,IN,Apple and Plum Pudding,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer",3,24,Debt collector for Yorkshire Bank,Bradford,Edd
1,4,Jasminder Randhawa,IN,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",2,45,Assistant Credit Control Manager,Birmingham,Jasminder
1,4,Jonathan Shepherd,NA,NA,NA,NA,25,Research Analyst,St Albans,Jonathan
1,4,Lea Harris,NA,NA,NA,NA,51,Retired,"Midlothian, Scotland",Lea
1,4,Louise Brimelow,NA,NA,NA,NA,44,Police Officer,Manchester,Louise
1,4,Mark Whithers,NA,NA,NA,NA,48,Bus Driver,South Wales,Mark
1,4,Miranda Browne,IN,Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Miranda
1,4,Ruth Clemens,IN,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",4,31,Retail manager/Housewife,"Poynton, Cheshire",Ruth
1,5,Annetha Mills,NA,NA,NA,NA,30,Midwife,Essex,Annetha
1,5,David Chambers,NA,NA,NA,NA,31,Entrepreneur,Milton Keynes,David
1,5,Edd Kimber,IN,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés",2,24,Debt collector for Yorkshire Bank,Bradford,Edd
1,5,Jasminder Randhawa,OUT,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",4,45,Assistant Credit Control Manager,Birmingham,Jasminder
1,5,Jonathan Shepherd,NA,NA,NA,NA,25,Research Analyst,St Albans,Jonathan
1,5,Lea Harris,NA,NA,NA,NA,51,Retired,"Midlothian, Scotland",Lea
1,5,Louise Brimelow,NA,NA,NA,NA,44,Police Officer,Manchester,Louise
1,5,Mark Whithers,NA,NA,NA,NA,48,Bus Driver,South Wales,Mark
1,5,Miranda Browne,IN,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",1,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Miranda
1,5,Ruth Clemens,IN,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",3,31,Retail manager/Housewife,"Poynton, Cheshire",Ruth
1,6,Annetha Mills,NA,NA,NA,NA,30,Midwife,Essex,Annetha
1,6,David Chambers,NA,NA,NA,NA,31,Entrepreneur,Milton Keynes,David
1,6,Edd Kimber,WINNER,Cinnamon and Banana Cake,NA,NA,24,Debt collector for Yorkshire Bank,Bradford,Edd
1,6,Jasminder Randhawa,NA,NA,NA,NA,45,Assistant Credit Control Manager,Birmingham,Jasminder
1,6,Jonathan Shepherd,NA,NA,NA,NA,25,Research Analyst,St Albans,Jonathan
1,6,Lea Harris,NA,NA,NA,NA,51,Retired,"Midlothian, Scotland",Lea
1,6,Louise Brimelow,NA,NA,NA,NA,44,Police Officer,Manchester,Louise
1,6,Mark Whithers,NA,NA,NA,NA,48,Bus Driver,South Wales,Mark
1,6,Miranda Browne,Runner-up,Lemon Cupcake,Eliminated after signature,NA,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex",Miranda
1,6,Ruth Clemens,Runner-up,"Mint, Ginger and Blackberry Cake",NA,NA,31,Retail manager/Housewife,"Poynton, Cheshire",Ruth
2,1,Ben Frazer,IN,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,Vanilla Sponge with White Chocolate and Raspberry Buttercream,2,31,Graphic Designer,Northampton,Ben
2,1,Holly Bell,STAR BAKER,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,NA,1,31,Advertising executive,Leicester,Holly
2,1,Ian Vallance,IN,Apple and Cinnamon Cupcakes,NA,10,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Ian
2,1,Janet Basu,IN,Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles,8,63,Teacher of Modern Languages,"Formby, Liverpool",Janet
2,1,Jason White,IN,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,NA,6,19,Civil Engineering Student,Croydon,Jason
2,1,Keith Batsford,OUT,Earl Grey Cupcakes,Chocolate and Sour Cream Cake,12,31,House husband,"Arlesey, Bedfordshire",Keith
2,1,Mary-Anne Boermans,IN,Banoffee Cupcakes,Chocolate and Raspberry Opera cake,4,45,Housewife,"Kidderminster, Worcestershire",Mary-Anne
2,1,Robert Billington,IN,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache,3,25,Photographer,London,Robert
2,1,Simon Blackwell,IN,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake,9,31,Rugby Coach,Norfolk,Simon
2,1,Urvashi Roe,IN,Cherry Blossom CupcakesJapanese Lime Cupcakes,NA,7,40,Head of Marketing,"Enfield, London",Urvashi
2,1,Yasmin Limbert,IN,Cardamom and Pomegranate Cupcakes,NA,5,43,Childminder,"West Kirby, The Wirral",Yasmin
2,2,Ben Frazer,IN,"Chorizo, Pepper and Gruyere Quiche",Lemon Meringue Tarts,1,31,Graphic Designer,Northampton,Ben
2,2,Holly Bell,IN,Pesto Quiche,Milk Chocolate and Pistachio TartsTrifle Tarts,4,31,Advertising executive,Leicester,Holly
2,2,Ian Vallance,IN,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",NA,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Ian
2,2,Janet Basu,IN,Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts,8,63,Teacher of Modern Languages,"Formby, Liverpool",Janet
2,2,Jason White,STAR BAKER,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts,3,19,Civil Engineering Student,Croydon,Jason
2,2,Keith Batsford,NA,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",Keith
2,2,Mary-Anne Boermans,IN,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,9,45,Housewife,"Kidderminster, Worcestershire",Mary-Anne
2,2,Robert Billington,IN,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",5,25,Photographer,London,Robert
2,2,Simon Blackwell,OUT,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",11,31,Rugby Coach,Norfolk,Simon
2,2,Urvashi Roe,IN,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts,7,40,Head of Marketing,"Enfield, London",Urvashi
2,2,Yasmin Limbert,IN,Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,6,43,Childminder,"West Kirby, The Wirral",Yasmin
2,3,Ben Frazer,IN,"Walnut, Raisin and Rosemary Loaf",NA,3,31,Graphic Designer,Northampton,Ben
2,3,Holly Bell,IN,Picnic Loaf,Stilton and Walnut Rolls,6,31,Advertising executive,Leicester,Holly
2,3,Ian Vallance,OUT,"Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs,10,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Ian
2,3,Janet Basu,IN,Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,8,63,Teacher of Modern Languages,"Formby, Liverpool",Janet
2,3,Jason White,IN,Cheese and Onion Tear and Share Loaf,NA,7,19,Civil Engineering Student,Croydon,Jason
2,3,Keith Batsford,NA,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",Keith
2,3,Mary-Anne Boermans,IN,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns,5,45,Housewife,"Kidderminster, Worcestershire",Mary-Anne
2,3,Robert Billington,IN,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls,4,25,Photographer,London,Robert
2,3,Simon Blackwell,NA,NA,NA,NA,31,Rugby Coach,Norfolk,Simon
2,3,Urvashi Roe,OUT,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,9,40,Head of Marketing,"Enfield, London",Urvashi
2,3,Yasmin Limbert,STAR BAKER,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls",2,43,Childminder,"West Kirby, The Wirral",Yasmin
2,4,Ben Frazer,OUT,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,5,31,Graphic Designer,Northampton,Ben
2,4,Holly Bell,STAR BAKER,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",3,31,Advertising executive,Leicester,Holly
2,4,Ian Vallance,NA,NA,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Ian
2,4,Janet Basu,IN,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",4,63,Teacher of Modern Languages,"Formby, Liverpool",Janet
2,4,Jason White,STAR BAKER,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",1,19,Civil Engineering Student,Croydon,Jason
2,4,Keith Batsford,NA,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",Keith
2,4,Mary-Anne Boermans,IN,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,2,45,Housewife,"Kidderminster, Worcestershire",Mary-Anne
2,4,Robert Billington,IN,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,7,25,Photographer,London,Robert
2,4,Simon Blackwell,NA,NA,NA,NA,31,Rugby Coach,Norfolk,Simon
2,4,Urvashi Roe,NA,NA,NA,NA,40,Head of Marketing,"Enfield, London",Urvashi
2,4,Yasmin Limbert,IN,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,6,43,Childminder,"West Kirby, The Wirral",Yasmin
2,5,Ben Frazer,NA,NA,NA,NA,31,Graphic Designer,Northampton,Ben
2,5,Holly Bell,IN,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,4,31,Advertising executive,Leicester,Holly
2,5,Ian Vallance,NA,NA,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Ian
2,5,Janet Basu,STAR BAKER,Chicken and Chestnut Pie,Rhubarb Meringue Pie,1,63,Teacher of Modern Languages,"Formby, Liverpool",Janet
2,5,Jason White,OUT,Brown Down Chicken Pie,Plum Meringue Pie,7,19,Civil Engineering Student,Croydon,Jason
2,5,Keith Batsford,NA,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",Keith
2,5,Mary-Anne Boermans,IN,Chicken and Bacon Pie,Midnight Meringue,2,45,Housewife,"Kidderminster, Worcestershire",Mary-Anne
2,5,Robert Billington,OUT,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,3,25,Photographer,London,Robert
2,5,Simon Blackwell,NA,NA,NA,NA,31,Rugby Coach,Norfolk,Simon
2,5,Urvashi Roe,NA,NA,NA,NA,40,Head of Marketing,"Enfield, London",Urvashi
2,5,Yasmin Limbert,IN,Family Fish Pie,Peach and Raspberry Meringue Pie,5,43,Childminder,"West Kirby, The Wirral",Yasmin
2,6,Ben Frazer,NA,NA,NA,NA,31,Graphic Designer,Northampton,Ben
2,6,Holly Bell,IN,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche,3,31,Advertising executive,Leicester,Holly
2,6,Ian Vallance,NA,NA,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Ian
2,6,Janet Basu,IN,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche,5,63,Teacher of Modern Languages,"Formby, Liverpool",Janet
2,6,Jason White,NA,NA,NA,NA,19,Civil Engineering Student,Croydon,Jason
2,6,Keith Batsford,NA,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",Keith
2,6,Mary-Anne Boermans,IN,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel,4,45,Housewife,"Kidderminster, Worcestershire",Mary-Anne
2,6,Robert Billington,NA,NA,NA,NA,25,Photographer,London,Robert
2,6,Simon Blackwell,NA,NA,NA,NA,31,Rugby Coach,Norfolk,Simon
2,6,Urvashi Roe,NA,NA,NA,NA,40,Head of Marketing,"Enfield, London",Urvashi
2,6,Yasmin Limbert,OUT,Baked Amaretto Cheesecake,Rose Croquembouche,2,43,Childminder,"West Kirby, The Wirral",Yasmin
2,7,Ben Frazer,NA,NA,NA,NA,31,Graphic Designer,Northampton,Ben
2,7,Holly Bell,IN,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",1,31,Advertising executive,Leicester,Holly
2,7,Ian Vallance,NA,NA,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Ian
2,7,Janet Basu,OUT,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat,4,63,Teacher of Modern Languages,"Formby, Liverpool",Janet
2,7,Jason White,NA,NA,NA,NA,19,Civil Engineering Student,Croydon,Jason
2,7,Keith Batsford,NA,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",Keith
2,7,Mary-Anne Boermans,IN,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,2,45,Housewife,"Kidderminster, Worcestershire",Mary-Anne
2,7,Robert Billington,NA,NA,NA,NA,25,Photographer,London,Robert
2,7,Simon Blackwell,NA,NA,NA,NA,31,Rugby Coach,Norfolk,Simon
2,7,Urvashi Roe,NA,NA,NA,NA,40,Head of Marketing,"Enfield, London",Urvashi
2,7,Yasmin Limbert,NA,NA,NA,NA,43,Childminder,"West Kirby, The Wirral",Yasmin
2,8,Ben Frazer,NA,NA,NA,NA,31,Graphic Designer,Northampton,Ben
2,8,Holly Bell,Runner-up,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich,2,31,Advertising executive,Leicester,Holly
2,8,Ian Vallance,NA,NA,NA,NA,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",Ian
2,8,Janet Basu,NA,NA,NA,NA,63,Teacher of Modern Languages,"Formby, Liverpool",Janet
2,8,Jason White,NA,NA,NA,NA,19,Civil Engineering Student,Croydon,Jason
2,8,Keith Batsford,NA,NA,NA,NA,31,House husband,"Arlesey, Bedfordshire",Keith
2,8,Mary-Anne Boermans,Runner-up,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,3,45,Housewife,"Kidderminster, Worcestershire",Mary-Anne
2,8,Robert Billington,NA,NA,NA,NA,25,Photographer,London,Robert
2,8,Simon Blackwell,NA,NA,NA,NA,31,Rugby Coach,Norfolk,Simon
2,8,Urvashi Roe,NA,NA,NA,NA,40,Head of Marketing,"Enfield, London",Urvashi
2,8,Yasmin Limbert,NA,NA,NA,NA,43,Childminder,"West Kirby, The Wirral",Yasmin
2,NA,Jo Wheatley,NA,NA,NA,NA,41,Housewife,"Ongar, Essex",Jo
3,1,Brendan Lynch,IN,"Plum, Sour Cherry & Walnut",NA,10,63,Recruitment consultant,Sutton Coldfield,Brendan
3,1,Cathryn Dresser,IN,"Apple, Hazelnut and Calvados",Hidden Cupcake Cake,5,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,1,Danny Bryden,IN,"Plum, Ginger & Orange",NA,7,45,Intensive care consultant,Sheffield,Danny
3,1,James Morton,IN,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake",2,21,Medical student,"Hillswick, Shetland Islands",James
3,1,John Whaite,IN,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake,11,22,Law student,Wigan,John
3,1,Manisha Parmar,IN,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,6,27,Nursery nurse,Leicester,Manisha
3,1,Natasha Stringer,OUT,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake,12,36,Midwife,"Tamworth, Staffordshire",Natasha
3,1,Peter Maloney,IN,"Pear, Muscat & Chocolate",Jubilee Cake,3,43,Sales manager,"Windsor, Berkshire",Peter
3,1,Ryan Chong,IN,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake,8,38,Photographer,Bristol,Ryan
3,1,Sarah-Jane Willis,IN,"Pear, Chocolate and Hazelnut",Hidden Crown Cake,1,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,1,Stuart Marston-Smith,IN,Tomato and Ginger,Lemon and Pistachio Union Flag Cake,9,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,1,Victoria Chester,STAR BAKER,Pear and Pecan,Blackbird Pie Cake,4,50,CEO of the charity Plantlife,Somerset,Victoria
3,2,Brendan Lynch,IN,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",4,63,Recruitment consultant,Sutton Coldfield,Brendan
3,2,Cathryn Dresser,IN,"Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",8,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,2,Danny Bryden,IN,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,NA,3,45,Intensive care consultant,Sheffield,Danny
3,2,James Morton,IN,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",2,21,Medical student,"Hillswick, Shetland Islands",James
3,2,John Whaite,STAR BAKER,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",1,22,Law student,Wigan,John
3,2,Manisha Parmar,IN,Indian FlatbreadsItalian Flatbreads,NA,6,27,Nursery nurse,Leicester,Manisha
3,2,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,2,Peter Maloney,OUT,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",11,43,Sales manager,"Windsor, Berkshire",Peter
3,2,Ryan Chong,IN,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",5,38,Photographer,Bristol,Ryan
3,2,Sarah-Jane Willis,IN,Toasted Coconut and Lime RotisOatcakes,NA,10,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,2,Stuart Marston-Smith,IN,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",9,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,2,Victoria Chester,IN,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels",7,50,CEO of the charity Plantlife,Somerset,Victoria
3,3,Brendan Lynch,IN,Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart",9,63,Recruitment consultant,Sutton Coldfield,Brendan
3,3,Cathryn Dresser,IN,"Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart",3,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,3,Danny Bryden,IN,Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart",2,45,Intensive care consultant,Sheffield,Danny
3,3,James Morton,STAR BAKER,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart",1,21,Medical student,"Hillswick, Shetland Islands",James
3,3,John Whaite,IN,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",6,22,Law student,Wigan,John
3,3,Manisha Parmar,IN,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,10,27,Nursery nurse,Leicester,Manisha
3,3,Natasha Stringer,NA,NA,NA,NA,36,Midwife,"Tamworth, Staffordshire",Natasha
3,3,Peter Maloney,NA,NA,NA,NA,43,Sales manager,"Windsor, Berkshire",Peter
3,3,Ryan Chong,IN,Spiced Pear Tarte Tatin,NA,5,38,Photographer,Bristol,Ryan
3,3,Sarah-Jane Willis,IN,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam,8,28,Vicar's wife,"Bewbush, West Sussex",Sarah-Jane
3,3,Stuart Marston-Smith,IN,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart,7,26,PE teacher,"Lichfield, Staffordshire",Stuart
3,3,Victoria Chester,OUT,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust,4,50,CEO of the charity Plantlife,Somerset,Victoria
3,4,Brendan Lynch,STAR BAKER,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise",1,63,Recruitment consultant,Sutton Coldfield,Brendan
3,4,Cathryn Dresser,IN,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue",3,27,Shop assistant,"Pease Pottage, West Sussex",Cathryn
3,4,Danny Bryden,IN,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",2,45,Intensive care consultant,Sheffield,Danny
